date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:51:01	192114/192114	---M--	200	added ('OK')	image/webp	etag:%2265668a23-2ee72%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/close-up-exterior-painted-wall.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/close-up-exterior-painted-wall.webp	(from https://www.gladiatorhomeimprovement.com/)
18:51:01	14642/14642	---M--	200	added ('OK')	image/webp	etag:%2265668a19-3932%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/interior-painting-services-500x500.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/interior-painting-services-500x500.webp	(from https://www.gladiatorhomeimprovement.com/)
18:51:02	44274/44274	---M--	200	added ('OK')	image/webp	etag:%22660b2403-acf2%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/exterior-view-of-a-house-after-painting-500x500.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/exterior-view-of-a-house-after-painting-500x500.webp	(from https://www.gladiatorhomeimprovement.com/)
18:51:03	69620/69620	---M--	200	added ('OK')	image/webp	etag:%2265668a1e-10ff4%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/staining-services-500x500.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/staining-services-500x500.webp	(from https://www.gladiatorhomeimprovement.com/)
18:51:05	226116/226116	---M--	200	added ('OK')	image/webp	etag:%2265668a1b-37344%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/map.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/map.webp	(from https://www.gladiatorhomeimprovement.com/)
18:51:05	11513/11513	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660af426-2cf9%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.9.3	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/contact-form-7/includes/swv/js/index7404.js	(from https://www.gladiatorhomeimprovement.com/)
18:51:06	13054/13054	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660af426-32fe%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.9.3	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/contact-form-7/includes/js/index7404.js	(from https://www.gladiatorhomeimprovement.com/)
18:51:07	4383/4383	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660af434-111f%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/honeypot/includes/js/wpa.js?ver=2.1.18	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/honeypot/includes/js/wpa761a.js	(from https://www.gladiatorhomeimprovement.com/)
18:51:08	59746/59746	---MCZ	200	added ('OK')	application/javascript	etag:W/%226503292f-e962%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/index.js?ver=1.0.0	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/index8a54.js	(from https://www.gladiatorhomeimprovement.com/)
18:51:09	8074/8074	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660af42e-1f8a%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/wpcf7-redirect/build/js/wpcf7r-fe.js?ver=1.1	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/wpcf7-redirect/build/js/wpcf7r-fe4963.js	(from https://www.gladiatorhomeimprovement.com/)
18:51:11	2981/2981	---MCZ	200	added ('OK')	application/javascript	etag:W/%22625095f6-ba5%22	https://www.gladiatorhomeimprovement.com/wp-includes/js/comment-reply.min.js?ver=6.5.3	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/js/comment-reply.minef10.js	(from https://www.gladiatorhomeimprovement.com/)
18:51:11	470436/470436	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265417a8b-72da4%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/js/bundle-c2fd1167b1.js	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/js/bundle-c2fd1167b1.js	(from https://www.gladiatorhomeimprovement.com/)
18:51:12	8171/8171	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c7d511-1feb%22	https://www.gladiatorhomeimprovement.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://www.gladiatorhomeimprovement.com/)
18:51:13	6625/6625	---MCZ	200	added ('OK')	application/javascript	etag:W/%226509f6d0-19e1%22	https://www.gladiatorhomeimprovement.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://www.gladiatorhomeimprovement.com/)
18:51:14	38590/38590	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265ba444c-96be%22	https://www.gladiatorhomeimprovement.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://www.gladiatorhomeimprovement.com/)
18:51:16	934/934	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660af426-3a6%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=5.9.3	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/contact-form-7/modules/recaptcha/index7404.js	(from https://www.gladiatorhomeimprovement.com/)
18:51:17	37405/37405	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226503292f-921d%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/fontawesome-webfont.de3985a9.eot	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/fontawesome-webfont.de3985a9.eot	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:18	37405/37405	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226503292f-921d%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/fontawesome-webfont.de3985a9.eot?	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/fontawesome-webfont.de3985a9d41d.eot	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:18	43572/43572	---M--	200	added ('OK')	font/woff	etag:%226503292f-aa34%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/fontawesome-webfont.a492f3a9.woff	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/fontawesome-webfont.a492f3a9.woff	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:19	79076/79076	---M--	200	added ('OK')	application/octet-stream	etag:%226503292f-134e4%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/fontawesome-webfont.b048c7e6.ttf	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/fontawesome-webfont.b048c7e6.ttf	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:20	8264/8264	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226503292f-2048%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/icons.607f2f98.eot	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/icons.607f2f98.eot	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:21	8076/8076	---M--	200	added ('OK')	application/octet-stream	etag:%226503292f-1f8c%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/icons.e753b75a.ttf	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/icons.e753b75a.ttf	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:22	8152/8152	---M--	200	added ('OK')	font/woff	etag:%226503292f-1fd8%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/icons.46307f1f.woff	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/icons.46307f1f.woff	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:23	2592/2592	---M--	200	added ('OK')	image/gif	etag:%226503292f-1052%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/images/ajax-loader.fb6f3c23.gif	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/images/ajax-loader.fb6f3c23.gif	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:24	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226503292f-800%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/slick.a4e97f5a.eot	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/slick.a4e97f5a.eot	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:25	2048/2048	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226503292f-800%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/slick.a4e97f5a.eot?	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/slick.a4e97f5ad41d.eot	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:26	1380/1380	---M--	200	added ('OK')	font/woff	etag:%226503292f-564%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/slick.29518378.woff	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/slick.29518378.woff	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:27	1892/1892	---M--	200	added ('OK')	application/octet-stream	etag:%226503292f-764%22	https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/slick.c94f7671.ttf	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/fonts/slick.c94f7671.ttf	(from https://www.gladiatorhomeimprovement.com/wp-content/plugins/my-reviews/build/style-index.css?ver=1.0.0)
18:51:29	56564/56564	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f11dba7-dcf4%22	https://www.gladiatorhomeimprovement.com/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/fonts/dashicons7d4b.eot	(from https://www.gladiatorhomeimprovement.com/wp-includes/css/dashicons.min.css?ver=6.5.3)
18:51:29	56392/56392	---M--	200	added ('OK')	application/octet-stream	etag:%225f11dba7-dc48%22	https://www.gladiatorhomeimprovement.com/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/fonts/dashicons7d4b.ttf	(from https://www.gladiatorhomeimprovement.com/wp-includes/css/dashicons.min.css?ver=6.5.3)
